Protein.Group,Markers,markers
Q8K297,unknown,unknown
Q8K2B3,unknown,unknown
Q8K2C6,unknown,unknown
Q8K2F8,unknown,unknown
Q8K2H2,unknown,unknown
Q8K2I1,unknown,unknown
Q8K2I3,unknown,unknown
Q8K2I4,unknown,unknown
Q8K2K6,unknown,unknown
Q8K2L8,unknown,unknown
Q8K2M0,MITO_3,MITO_3
Q8K2P6,unknown,unknown
Q8K2Q0,unknown,unknown
Q8K2Q5,unknown,unknown
Q8K2Q7,unknown,unknown
Q8K2T1,unknown,unknown
Q8K2V6,unknown,unknown
Q8K2Y7,unknown,unknown
Q8K2Z2,unknown,unknown
Q8K310,NU_2,NU_2
Q8K330,unknown,unknown
Q8K354,unknown,unknown
Q8K382,unknown,unknown
Q8K386,unknown,unknown
Q8K3A0,unknown,unknown
Q8K3C3,unknown,unknown
Q8K3G9,unknown,unknown
Q8K3H0,unknown,unknown
Q8K3J1,unknown,unknown
Q8K3K7,unknown,unknown
Q8K3K8,unknown,unknown
Q8K3W0,unknown,unknown
Q8K3W2,unknown,unknown
Q8K400,unknown,unknown
Q8K411,unknown,unknown
Q8K440,unknown,unknown
Q8K440;Q8K449,unknown,unknown
Q8K441,unknown,unknown
Q8K441;Q8K449,unknown,unknown
Q8K449,unknown,unknown
Q8K482,unknown,unknown
Q8K4F0,unknown,unknown
Q8K4F5,unknown,unknown
Q8K4G1,unknown,unknown
Q8K4G5,ST_1,ST_1
Q8K4G5;Q9WV69,unknown,unknown
Q8K4I3,unknown,unknown
Q8K4I3;Q9ES28,unknown,unknown
Q8K4K6,unknown,unknown
Q8K4L3,unknown,unknown
Q8K4M5,unknown,unknown
Q8K4Q0,unknown,unknown
Q8K4Q8,unknown,unknown
Q8K4R4,unknown,unknown
Q8K4T3,unknown,unknown
Q8K4Z3,unknown,unknown
Q8K4Z5,unknown,unknown
Q8K558,unknown,unknown
Q8N7N5,unknown,unknown
Q8QZR5,CYTO_1,CYTO_1
Q8QZS1,MITO_2,MITO_2
Q8QZT1,unknown,unknown
Q8QZY1,unknown,unknown
Q8QZY6,unknown,unknown
Q8QZY9,unknown,unknown
Q8QZZ7,unknown,unknown
Q8R001,unknown,unknown
Q8R010,unknown,unknown
Q8R015,unknown,unknown
Q8R016,unknown,unknown
Q8R033,unknown,unknown
Q8R035,unknown,unknown
Q8R050,unknown,unknown
Q8R081,unknown,unknown
Q8R086,unknown,unknown
Q8R0F6,unknown,unknown
Q8R0F8,unknown,unknown
Q8R0G7,unknown,unknown
Q8R0H9,unknown,unknown
Q8R0N6,MITO_2,MITO_2
Q8R0P4,unknown,unknown
Q8R0S2,unknown,unknown
Q8R0W0,unknown,unknown
Q8R0X7,ER_2,ER_2
Q8R0Y6,unknown,unknown
Q8R0Y8,unknown,unknown
Q8R104,unknown,unknown
Q8R123,unknown,unknown
Q8R127,unknown,unknown
Q8R146,unknown,unknown
Q8R151,unknown,unknown
Q8R164,unknown,unknown
Q8R180,unknown,unknown
Q8R191,unknown,unknown
Q8R1A4,unknown,unknown
Q8R1B4,unknown,unknown
Q8R1F1,unknown,unknown
Q8R1F9,unknown,unknown
Q8R1G2,unknown,unknown
Q8R1I1,unknown,unknown
Q8R1K4,unknown,unknown
Q8R1N4,unknown,unknown
Q8R1Q8,unknown,unknown
Q8R1Q9,unknown,unknown
Q8R1R3,unknown,unknown
Q8R1S0,unknown,unknown
Q8R1T1,unknown,unknown
Q8R1U1,unknown,unknown
Q8R1V4,unknown,unknown
Q8R1V4;Q99KF1,unknown,unknown
Q8R1X6,unknown,unknown
Q8R216,unknown,unknown
Q8R238,unknown,unknown
Q8R2G4,unknown,unknown
Q8R2H9,unknown,unknown
Q8R2K3,unknown,unknown
Q8R2L5,unknown,unknown
Q8R2Q4,unknown,unknown
Q8R2Q8,unknown,unknown
Q8R2R6,unknown,unknown
Q8R2U0,unknown,unknown
Q8R2U4,unknown,unknown
Q8R2U6,unknown,unknown
Q8R2Y2,unknown,unknown
Q8R2Y8,unknown,unknown
Q8R2Z5,unknown,unknown
Q8R307,unknown,unknown
Q8R326,unknown,unknown
Q8R349,unknown,unknown
Q8R361,unknown,unknown
Q8R366,unknown,unknown
Q8R395,unknown,unknown
Q8R3B1,unknown,unknown
Q8R3D1,unknown,unknown
Q8R3E3,unknown,unknown
Q8R3F5,unknown,unknown
Q8R3I3,unknown,unknown
Q8R3K3,unknown,unknown
Q8R3N6,unknown,unknown
Q8R3P0,unknown,unknown
Q8R3Q0,unknown,unknown
Q8R3Q2,unknown,unknown
Q8R3Q6,unknown,unknown
Q8R3S6,unknown,unknown
Q8R3U1,unknown,unknown
Q8R3V2,unknown,unknown
Q8R3V5,unknown,unknown
Q8R3V6,unknown,unknown
Q8R404,MITO_1,MITO_1
Q8R409,unknown,unknown
Q8R411,unknown,unknown
Q8R480,unknown,unknown
Q8R4C2,unknown,unknown
Q8R4H2,unknown,unknown
Q8R4K2,unknown,unknown
Q8R4N0,MITO_2,MITO_2
Q8R4S0,unknown,unknown
Q8R4X3,unknown,unknown
Q8R4Y4,unknown,unknown
Q8R502,unknown,unknown
Q8R550,unknown,unknown
Q8R570,unknown,unknown
Q8R574,unknown,unknown
Q8R574;Q9D0M1,unknown,unknown
Q8R5A0,unknown,unknown
Q8R5A3,unknown,unknown
Q8R5C5,unknown,unknown
Q8R5H1,unknown,unknown
Q8R5I6,unknown,unknown
Q8R5J9,unknown,unknown
Q8R5L1,unknown,unknown
Q8VBT0,unknown,unknown
Q8VBT1,unknown,unknown
Q8VBT2,unknown,unknown
Q8VBT9,unknown,unknown
Q8VBV3,unknown,unknown
Q8VBV7,unknown,unknown
Q8VBW6,unknown,unknown
Q8VBZ3,unknown,unknown
Q8VC16,unknown,unknown
Q8VC19,unknown,unknown
Q8VC30,unknown,unknown
Q8VC31,unknown,unknown
Q8VCA6,unknown,unknown
Q8VCA8,unknown,unknown
Q8VCC9,unknown,unknown
Q8VCE1,unknown,unknown
Q8VCF0,unknown,unknown
Q8VCG4,unknown,unknown
Q8VCH5,unknown,unknown
Q8VCH8,unknown,unknown
Q8VCI0,unknown,unknown
Q8VCL2,unknown,unknown
Q8VCM4,unknown,unknown
Q8VCM5,unknown,unknown
Q8VCM7,unknown,unknown
Q8VCM8,ER_2,ER_2
Q8VCN6,unknown,unknown
Q8VCN9,unknown,unknown
Q8VCR3,unknown,unknown
Q8VCR7,unknown,unknown
Q8VCS0,unknown,unknown
Q8VCT3,unknown,unknown
Q8VCT4,ER_1,ER_1
Q8VCU2,unknown,unknown
Q8VCW4,unknown,unknown
Q8VCW8,unknown,unknown
Q8VCX6,unknown,unknown
Q8VD04,unknown,unknown
Q8VD26,unknown,unknown
Q8VD62,unknown,unknown
Q8VD65,unknown,unknown
Q8VD75,unknown,unknown
Q8VDC0,MITO_2,MITO_2
Q8VDC1,unknown,unknown
Q8VDD5,unknown,unknown
Q8VDD8,unknown,unknown
Q8VDG5,unknown,unknown
Q8VDI7,unknown,unknown
Q8VDJ3,unknown,unknown
Q8VDK1,unknown,unknown
Q8VDL4,unknown,unknown
Q8VDM4,PX_1,PX_1
Q8VDM6,unknown,unknown
Q8VDN2,CM_1,CM_1
Q8VDP3,unknown,unknown
Q8VDP4,unknown,unknown
Q8VDP6,unknown,unknown
Q8VDQ1,unknown,unknown
Q8VDQ8,unknown,unknown
Q8VDS8,unknown,unknown
Q8VDT9,MITO_3,MITO_3
Q8VDU5,unknown,unknown
Q8VDW0,unknown,unknown
Q8VDW0;Q9Z1N5,unknown,unknown
Q8VE18,unknown,unknown
Q8VE19,unknown,unknown
Q8VE22,unknown,unknown
Q8VE37,unknown,unknown
Q8VE38,unknown,unknown
Q8VE47,unknown,unknown
Q8VE62,unknown,unknown
Q8VE70,unknown,unknown
Q8VE80,NU_2,NU_2
Q8VE88,unknown,unknown
Q8VE95,unknown,unknown
Q8VE96,unknown,unknown
Q8VE97,unknown,unknown
Q8VEE1,unknown,unknown
Q8VEE4,unknown,unknown
Q8VEH3,unknown,unknown
Q8VEH3;Q9CQW2,unknown,unknown
Q8VEH5,unknown,unknown
Q8VEH6,unknown,unknown
Q8VEJ9,unknown,unknown
Q8VEK0,unknown,unknown
Q8VEK3,NU_2,NU_2
Q8VEM8,unknown,unknown
Q8VH51,unknown,unknown
Q8VHE0,ER_2,ER_2
Q8VHI3,unknown,unknown
Q8VHK1,unknown,unknown
Q8VHL0,unknown,unknown
Q8VHL1,unknown,unknown
Q8VHM5,NU_2,NU_2
Q8VHQ9,unknown,unknown
Q8VHS6,unknown,unknown
Q8VHX6,unknown,unknown
Q8VHY0,unknown,unknown
Q8VI36,unknown,unknown
Q8VI63,unknown,unknown
Q8VI75,unknown,unknown
Q8VIJ6,unknown,unknown
Q8VIJ6;Q99K48,unknown,unknown
Q8VIK2,unknown,unknown
Q8WTY4,unknown,unknown
Q8WUR0,unknown,unknown
Q91UZ5,unknown,unknown
Q91V01,ER_2,ER_2
Q91V09,unknown,unknown
Q91V12,unknown,unknown
Q91V16,unknown,unknown
Q91V36,unknown,unknown
Q91V41,unknown,unknown
Q91V61,unknown,unknown
Q91V61;Q99JR1,unknown,unknown
Q91V64,unknown,unknown
Q91V79,unknown,unknown
Q91V92,unknown,unknown
Q91VA6,unknown,unknown
Q91VA7,unknown,unknown
Q91VB8,unknown,unknown
Q91VC3,NU_2,NU_2
Q91VC4,unknown,unknown
Q91VC4;Q9D0E1,unknown,unknown
Q91VC9,unknown,unknown
Q91VD9,MITO_1,MITO_1
Q91VE0,unknown,unknown
Q91VF2,unknown,unknown
Q91VH2,unknown,unknown
Q91VH6,unknown,unknown
Q91VI7,unknown,unknown
Q91VJ2,unknown,unknown
Q91VJ4,unknown,unknown
Q91VK1,unknown,unknown
Q91VK1;Q9CQC6,unknown,unknown
Q91VM5,unknown,unknown
Q91VM9,unknown,unknown
Q91VN4,unknown,unknown
Q91VN6,unknown,unknown
Q91VR5,unknown,unknown
Q91VR7;Q9CQV6,unknown,unknown
Q91VS7,unknown,unknown
Q91VT4,unknown,unknown
Q91VU0,unknown,unknown
Q91VU6,unknown,unknown
Q91VW3,unknown,unknown
Q91VW5,unknown,unknown
Q91VX2,unknown,unknown
Q91VZ6,unknown,unknown
Q91W29,unknown,unknown
Q91W39,unknown,unknown
Q91W50,unknown,unknown
Q91W69,unknown,unknown
Q91W86,unknown,unknown
Q91W89,unknown,unknown
Q91W90,ER_1,ER_1
Q91W92,unknown,unknown
Q91W96,unknown,unknown
Q91WB4,unknown,unknown
Q91WC0,unknown,unknown
Q91WC3,unknown,unknown
Q91WC9,unknown,unknown
Q91WD5,unknown,unknown
Q91WE2,unknown,unknown
Q91WF0,unknown,unknown
Q91WG3,unknown,unknown
Q91WG4,unknown,unknown
Q91WG5,unknown,unknown
Q91WG8,unknown,unknown
Q91WI7,unknown,unknown
Q91WJ8,unknown,unknown
Q91WK1,unknown,unknown
Q91WK2,unknown,unknown
Q91WK5,unknown,unknown
Q91WM2,unknown,unknown
Q91WP6,unknown,unknown
Q91WS0,MITO_1,MITO_1
Q91WT7,unknown,unknown
Q91WU5,unknown,unknown
Q91X51,unknown,unknown
Q91X52,unknown,unknown
Q91X58,unknown,unknown
Q91X72,unknown,unknown
Q91X96,unknown,unknown
Q91XB7,unknown,unknown
Q91XC9,unknown,unknown
Q91XD2,unknown,unknown
Q91XD2;Q99JW4,unknown,unknown
Q91XD6,unknown,unknown
Q91XD7,unknown,unknown
Q91XE4,unknown,unknown
Q91XE8,unknown,unknown
Q91XF0,unknown,unknown
Q91XH6,unknown,unknown
Q91XI1,unknown,unknown
Q91XL1,unknown,unknown
Q91XL9,unknown,unknown
Q91XU3,unknown,unknown
Q91XV3,CM_1,CM_1
Q91Y97,unknown,unknown
Q91YD9,unknown,unknown
Q91YE3,unknown,unknown
Q91YE6,unknown,unknown
Q91YE8,unknown,unknown
Q91YH5,unknown,unknown
Q91YI0,unknown,unknown
Q91YI1,unknown,unknown
Q91YJ2,unknown,unknown
Q91YJ5,unknown,unknown
Q91YL3,unknown,unknown
Q91YM4,unknown,unknown
Q91YN5,unknown,unknown
Q91YN9,unknown,unknown
Q91YP0,unknown,unknown
Q91YP2,unknown,unknown
Q91YP3,unknown,unknown
Q91YQ3,unknown,unknown
Q91YQ5,ER_2,ER_2
Q91YR1,unknown,unknown
Q91YR1;Q9Z0P5,unknown,unknown
Q91YR7,unknown,unknown
Q91YR9,unknown,unknown
Q91YS8,unknown,unknown
Q91YT0,unknown,unknown
Q91YT8,unknown,unknown
Q91YW3,unknown,unknown
Q91YX5,unknown,unknown
Q91YY4,unknown,unknown
Q91Z31,unknown,unknown
Q91Z38,unknown,unknown
Q91Z40,unknown,unknown
Q91Z49,unknown,unknown
Q91Z53,unknown,unknown
Q91Z67,unknown,unknown
Q91Z83,unknown,unknown
Q91ZA3,unknown,unknown
Q91ZE0,unknown,unknown
Q91ZJ5,unknown,unknown
Q91ZN5,unknown,unknown
Q91ZP3,unknown,unknown
Q91ZR1,unknown,unknown
Q91ZR2,unknown,unknown
Q91ZU1,unknown,unknown
Q91ZU6,CP_1,CP_1
Q91ZU6;Q9QXZ0,unknown,unknown
Q91ZV0,unknown,unknown
Q91ZW2,unknown,unknown
Q91ZX7,unknown,unknown
Q920A5,unknown,unknown
Q920A7,unknown,unknown
Q920B9,NU_2,NU_2
Q920E5,unknown,unknown
Q920I9,unknown,unknown
Q920M5,unknown,unknown
Q920M5;Q9WUM4,unknown,unknown
Q920Q4,unknown,unknown
Q920Q6,unknown,unknown
Q920Q8,unknown,unknown
Q921C5,unknown,unknown
Q921E2,unknown,unknown
Q921F2,unknown,unknown
Q921F4,unknown,unknown
Q921G7,unknown,unknown
Q921G8,unknown,unknown
Q921H8,PERO_1,PERO_1
Q921H9,unknown,unknown
Q921I1,unknown,unknown
Q921I2,unknown,unknown
Q921I9,unknown,unknown
Q921J2,unknown,unknown
Q921L3,unknown,unknown
Q921L5,unknown,unknown
Q921M3,NU_2,NU_2
Q921M4,unknown,unknown
Q921M7,unknown,unknown
Q921N7,unknown,unknown
Q921R8,unknown,unknown
Q921S7,MITO_3,MITO_3
Q921T2,unknown,unknown
Q921U8,unknown,unknown
Q921W4,unknown,unknown
Q921Z5,unknown,unknown
Q922B1,unknown,unknown
Q922B2,unknown,unknown
Q922D4,unknown,unknown
Q922D8,unknown,unknown
Q922E4,unknown,unknown
Q922E6,unknown,unknown
Q922F4,unknown,unknown
Q922F4;Q9ERD7,unknown,unknown
Q922H2,unknown,unknown
Q922H4,unknown,unknown
Q922J3,unknown,unknown
Q922Q1,unknown,unknown
Q922Q2,unknown,unknown
Q922Q4,unknown,unknown
Q922Q8,unknown,unknown
Q922R8,unknown,unknown
Q922S4,unknown,unknown
Q922U1,unknown,unknown
Q922U2,unknown,unknown
Q922V4,unknown,unknown
Q922X9,unknown,unknown
Q922Y1,unknown,unknown
Q923B0,unknown,unknown
Q923B6,unknown,unknown
Q923D2,unknown,unknown
Q923G2,unknown,unknown
Q923K4,unknown,unknown
Q923T7,unknown,unknown
Q923T9,unknown,unknown
Q923U0,unknown,unknown
Q923Z3,unknown,unknown
Q924C1,unknown,unknown
Q924C5,unknown,unknown
Q924D0,unknown,unknown
Q924L1,unknown,unknown
Q924M7,CYTO_1,CYTO_1
Q924T2,unknown,unknown
Q924T7,unknown,unknown
Q924X2,MITO_1,MITO_1
Q925E7,unknown,unknown
Q925F2,unknown,unknown
Q925I1,unknown,unknown
Q93092,CYTO_1,CYTO_1
Q99020,unknown,unknown
Q99020;Q9Z130,unknown,unknown
Q99J09,unknown,unknown
Q99J23,unknown,unknown
Q99J25,unknown,unknown
Q99J36,unknown,unknown
Q99J39,unknown,unknown
Q99J45,unknown,unknown
Q99J47,unknown,unknown
Q99J56,unknown,unknown
Q99J77,unknown,unknown
Q99J83,unknown,unknown
Q99J93,unknown,unknown
Q99J93;Q9CQW9,unknown,unknown
Q99J95,unknown,unknown
Q99J99,unknown,unknown
Q99JB2,unknown,unknown
Q99JB8,unknown,unknown
Q99JI4,unknown,unknown
Q99JI6,unknown,unknown
Q99JN2,unknown,unknown
Q99JR1,unknown,unknown
Q99JR5,unknown,unknown
Q99JR6,unknown,unknown
Q99JT1,unknown,unknown
Q99JT9,unknown,unknown
Q99JW2,unknown,unknown
Q99JW4,CP_1,CP_1
Q99JX3,unknown,unknown
Q99JX4,unknown,unknown
Q99JY0,unknown,unknown
Q99JY3,unknown,unknown
Q99JY4,unknown,unknown
Q99JY8,unknown,unknown
Q99JY9,unknown,unknown
Q99JZ4,unknown,unknown
Q99K01,unknown,unknown
Q99K23,unknown,unknown
Q99K28,unknown,unknown
Q99K41,unknown,unknown
Q99K48,NU_2,NU_2
Q99K51,unknown,unknown
Q99K70,unknown,unknown
Q99KB8,unknown,unknown
Q99KC8,unknown,unknown
Q99KF1,unknown,unknown
Q99KG3,unknown,unknown
Q99KH8,unknown,unknown
Q99KI0,unknown,unknown
Q99KI3,unknown,unknown
Q99KJ8,unknown,unknown
Q99KK2,NU_1,NU_1
Q99KK7,CYTO_1,CYTO_1
Q99KK9,unknown,unknown
Q99KL7,unknown,unknown
Q99KN2,unknown,unknown
Q99KN9,unknown,unknown
Q99KP3,CYTO_1,CYTO_1
Q99KP6,NU_2,NU_2
Q99KQ4,unknown,unknown
Q99KR3,unknown,unknown
Q99KR7,unknown,unknown
Q99KR7;Q9QZH3,unknown,unknown
Q99KR8,unknown,unknown
Q99KU0,unknown,unknown
Q99KV1,ER_2,ER_2
Q99KW9,unknown,unknown
Q99KY4,unknown,unknown
Q99L04,unknown,unknown
Q99L13,unknown,unknown
Q99L20,unknown,unknown
Q99L27,unknown,unknown
Q99L43,unknown,unknown
Q99L45,unknown,unknown
Q99L47,unknown,unknown
Q99L48,unknown,unknown
Q99L85,unknown,unknown
Q99L88,unknown,unknown
Q99LB2,unknown,unknown
Q99LB6,unknown,unknown
Q99LB7,unknown,unknown
Q99LC3,unknown,unknown
Q99LC5,unknown,unknown
Q99LC8,unknown,unknown
Q99LD4,unknown,unknown
Q99LD8,unknown,unknown
Q99LD8;Q9CWS0,unknown,unknown
Q99LD9,unknown,unknown
Q99LE6,unknown,unknown
Q99LF4,unknown,unknown
Q99LG0,unknown,unknown
Q99LG2,unknown,unknown
Q99LH1,unknown,unknown
Q99LH2,ER_2,ER_2
Q99LI2,unknown,unknown
Q99LI8,unknown,unknown
Q99LJ6,unknown,unknown
Q99LM2,unknown,unknown
Q99LP6,unknown,unknown
Q99LR1,unknown,unknown
Q99LS3,unknown,unknown
Q99LX0,unknown,unknown
Q99LY9,unknown,unknown
Q99M01,unknown,unknown
Q99M04,MITO_2,MITO_2
Q99M07,unknown,unknown
Q99M28,unknown,unknown
Q99M51,unknown,unknown
Q99M74,unknown,unknown
Q99M87,unknown,unknown
Q99MD6,unknown,unknown
Q99MD9,unknown,unknown
Q99MI1,unknown,unknown
Q99MK8,unknown,unknown
Q99MN1,unknown,unknown
Q99MN9,unknown,unknown
Q99MP8,unknown,unknown
Q99MQ4,unknown,unknown
Q99MR1,unknown,unknown
Q99MR6,unknown,unknown
Q99MR8,unknown,unknown
Q99MR9,unknown,unknown
Q99MS7,unknown,unknown
Q99MZ7,unknown,unknown
Q99N57,unknown,unknown
Q99N84,unknown,unknown
Q99N85,MITO_3,MITO_3
Q99N87,unknown,unknown
Q99N89,unknown,unknown
Q99N91,unknown,unknown
Q99N92,MITO_3,MITO_3
Q99N93,MITO_3,MITO_3
Q99N94,unknown,unknown
Q99N95,MITO_3,MITO_3
Q99N96,unknown,unknown
Q99NB1,unknown,unknown
Q99NB9,unknown,unknown
Q99NF7,unknown,unknown
Q99NH0,unknown,unknown
Q99P30,PERO_1,PERO_1
Q99P31,unknown,unknown
Q99P58,unknown,unknown
Q99P58;Q9ERI2,unknown,unknown
Q99P72,unknown,unknown
Q99P87,unknown,unknown
Q99P88,unknown,unknown
Q99PG2,unknown,unknown
Q99PL5,unknown,unknown
Q99PL6,unknown,unknown
Q99PP9,unknown,unknown
Q99PR8,unknown,unknown
Q99PT1,unknown,unknown
Q99PU8,unknown,unknown
Q99PV0,unknown,unknown
Q99PW4,unknown,unknown
Q9CPP6,unknown,unknown
Q9CPQ1,MITO_1,MITO_1
Q9CPQ3,MITO_1,MITO_1
Q9CPQ8,unknown,unknown
Q9CPR1,unknown,unknown
Q9CPR4,unknown,unknown
Q9CPR5,MITO_3,MITO_3
Q9CPS6,unknown,unknown
Q9CPT4,unknown,unknown
Q9CPU0,unknown,unknown
Q9CPU2,unknown,unknown
Q9CPU4,unknown,unknown
Q9CPV3,unknown,unknown
Q9CPV4,unknown,unknown
Q9CPW3,unknown,unknown
Q9CPW4,unknown,unknown
Q9CPW9,unknown,unknown
Q9CPX6,unknown,unknown
Q9CPX7,MITO_3,MITO_3
Q9CPX8,unknown,unknown
Q9CPY0,unknown,unknown
Q9CPY1,unknown,unknown
Q9CPY7,unknown,unknown
Q9CPZ8,unknown,unknown
Q9CQ00,unknown,unknown
Q9CQ02,unknown,unknown
Q9CQ06,MITO_3,MITO_3
Q9CQ10,unknown,unknown
Q9CQ19,unknown,unknown
Q9CQ22,unknown,unknown
Q9CQ26,unknown,unknown
Q9CQ40,unknown,unknown
Q9CQ43,unknown,unknown
Q9CQ48,unknown,unknown
Q9CQ54,unknown,unknown
Q9CQ56,unknown,unknown
Q9CQ60,unknown,unknown
Q9CQ62,unknown,unknown
Q9CQ65,unknown,unknown
Q9CQ69,unknown,unknown
Q9CQ73,unknown,unknown
Q9CQ74,unknown,unknown
Q9CQ75,MITO_1,MITO_1
Q9CQ79,unknown,unknown
Q9CQ80,unknown,unknown
Q9CQ85,unknown,unknown
Q9CQ86,unknown,unknown
Q9CQ91,unknown,unknown
Q9CQ92,unknown,unknown
Q9CQA1,unknown,unknown
Q9CQA3,MITO_1,MITO_1
Q9CQA6,unknown,unknown
Q9CQA9,unknown,unknown
Q9CQB5,unknown,unknown
Q9CQB7,unknown,unknown
Q9CQC6,unknown,unknown
Q9CQC7,unknown,unknown
Q9CQC8,unknown,unknown
Q9CQC9,unknown,unknown
Q9CQD1,unknown,unknown
Q9CQE1,unknown,unknown
Q9CQE2,unknown,unknown
Q9CQE3,unknown,unknown
Q9CQE8,unknown,unknown
Q9CQF0,MITO_3,MITO_3
Q9CQF3,unknown,unknown
Q9CQF4,unknown,unknown
Q9CQF6,unknown,unknown
Q9CQF8,unknown,unknown
Q9CQF9,unknown,unknown
Q9CQG1,unknown,unknown
Q9CQH3,MITO_1,MITO_1
Q9CQH7,unknown,unknown
Q9CQI3,unknown,unknown
Q9CQI6,unknown,unknown
Q9CQJ6,unknown,unknown
Q9CQJ8,unknown,unknown
Q9CQK7,unknown,unknown
Q9CQL4,MITO_3,MITO_3
Q9CQL5,unknown,unknown
Q9CQL6,unknown,unknown
Q9CQM5,CYTO_1,CYTO_1
Q9CQM9,unknown,unknown
Q9CQN1,unknown,unknown
Q9CQN6,MITO_1,MITO_1
Q9CQN7,MITO_3,MITO_3
Q9CQP0,unknown,unknown
Q9CQP2,unknown,unknown
Q9CQQ0,unknown,unknown
Q9CQQ7,unknown,unknown
Q9CQQ8,unknown,unknown
Q9CQR2,unknown,unknown
Q9CQR4,unknown,unknown
Q9CQR6,unknown,unknown
Q9CQS2,unknown,unknown
Q9CQS4,unknown,unknown
Q9CQS8,ER_2,ER_2
Q9CQT1,unknown,unknown
Q9CQT2,unknown,unknown
Q9CQU0,unknown,unknown
Q9CQU3,unknown,unknown
Q9CQV1,unknown,unknown
Q9CQV5,unknown,unknown
Q9CQV6,unknown,unknown
Q9CQV7,unknown,unknown
Q9CQV8,unknown,unknown
Q9CQW1,unknown,unknown
Q9CQW2,unknown,unknown
Q9CQW9,unknown,unknown
Q9CQX2,unknown,unknown
Q9CQX8,MITO_3,MITO_3
Q9CQY5,unknown,unknown
Q9CQY6,unknown,unknown
Q9CQZ5,unknown,unknown
Q9CQZ6,unknown,unknown
Q9CR00,unknown,unknown
Q9CR09,unknown,unknown
Q9CR13,unknown,unknown
Q9CR16,unknown,unknown
Q9CR20,unknown,unknown
Q9CR21,unknown,unknown
Q9CR24,unknown,unknown
Q9CR26,unknown,unknown
Q9CR27,unknown,unknown
Q9CR29,unknown,unknown
Q9CR51,unknown,unknown
Q9CR56,unknown,unknown
Q9CR57,unknown,unknown
Q9CR59,unknown,unknown
Q9CR61,unknown,unknown
Q9CR62,unknown,unknown
Q9CR63,unknown,unknown
Q9CR64,unknown,unknown
Q9CR67,unknown,unknown
Q9CR68,unknown,unknown
Q9CR70,unknown,unknown
Q9CR76,unknown,unknown
Q9CR86,unknown,unknown
Q9CR88,unknown,unknown
Q9CR95,unknown,unknown
Q9CR98,unknown,unknown
Q9CRA0,unknown,unknown
Q9CRA5,unknown,unknown
Q9CRA7,unknown,unknown
Q9CRB6,unknown,unknown
Q9CRB8,unknown,unknown
Q9CRB9,MITO_1,MITO_1
Q9CRC0,unknown,unknown
Q9CRC3,unknown,unknown
Q9CRC8,unknown,unknown
Q9CRC9,unknown,unknown
Q9CRD0,unknown,unknown
Q9CRD2,ER_2,ER_2
Q9CRT8,unknown,unknown
Q9CRY7,unknown,unknown
Q9CS42,unknown,unknown
Q9CS72,unknown,unknown
Q9CSH3,unknown,unknown
Q9CSN1,NU_2,NU_2
Q9CSU0,unknown,unknown
Q9CT10,unknown,unknown
Q9CUN6,unknown,unknown
Q9CVB6,unknown,unknown
Q9CW03,unknown,unknown
Q9CW79,unknown,unknown
Q9CWD8,unknown,unknown
Q9CWE0,unknown,unknown
Q9CWF2,unknown,unknown
Q9CWG8,unknown,unknown
Q9CWI3,unknown,unknown
Q9CWJ9,unknown,unknown
Q9CWK8,unknown,unknown
Q9CWK8;Q9WV80,unknown,unknown
Q9CWL8,unknown,unknown
Q9CWQ0,unknown,unknown
Q9CWR0,unknown,unknown
Q9CWS0,unknown,unknown
Q9CWT6,unknown,unknown
Q9CWU6,unknown,unknown
Q9CWX2,unknown,unknown
Q9CWX4,unknown,unknown
Q9CWZ3,unknown,unknown
Q9CWZ7,unknown,unknown
Q9CX00,unknown,unknown
Q9CX13,unknown,unknown
Q9CX30,unknown,unknown
Q9CX34,unknown,unknown
Q9CX56,PX_1,PX_1
Q9CX80,unknown,unknown
Q9CX86,unknown,unknown
Q9CXA2,unknown,unknown
Q9CXD6,unknown,unknown
Q9CXE7,unknown,unknown
Q9CXF4,unknown,unknown
Q9CXI0,unknown,unknown
Q9CXI5,unknown,unknown
Q9CXJ1,unknown,unknown
Q9CXJ4,unknown,unknown
Q9CXR1,unknown,unknown
Q9CXS4,unknown,unknown
Q9CXT7,unknown,unknown
Q9CXT8,MITO_2,MITO_2
Q9CXV1,unknown,unknown
Q9CXW2,MITO_3,MITO_3
Q9CXW3,unknown,unknown
Q9CXW4,unknown,unknown
Q9CXX9,unknown,unknown
Q9CXY1,unknown,unknown
Q9CXY6,unknown,unknown
Q9CXY9,unknown,unknown
Q9CXZ1,unknown,unknown
Q9CY16,unknown,unknown
Q9CY18,unknown,unknown
Q9CY27,ER_2,ER_2
Q9CY34,unknown,unknown
Q9CY45,unknown,unknown
Q9CY50,ER_2,ER_2
Q9CY57,NU_2,NU_2
Q9CY58,unknown,unknown
Q9CY62,unknown,unknown
Q9CY64,unknown,unknown
Q9CY66,unknown,unknown
Q9CY73,unknown,unknown
Q9CYG7,unknown,unknown
Q9CYH2,unknown,unknown
Q9CYI4,unknown,unknown
Q9CYK1,unknown,unknown
Q9CYL5,unknown,unknown
Q9CYN2,ER_2,ER_2
Q9CYQ7,unknown,unknown
Q9CYR0,unknown,unknown
Q9CYR6,unknown,unknown
Q9CYT6,unknown,unknown
Q9CYU6,unknown,unknown
Q9CYV5,unknown,unknown
